datahora,"-49.50,-26.75","-49.25,-26.75","-49.25,-27.00","-49.50,-27.00"
2023-01-15 05:00:00,0.20933151,3.238678,3.9038658,0.518322
2023-01-15 06:00:00,0.06580353,0.8430481,2.1767616,0.36287308
2023-01-15 07:00:00,0.30374527,1.4781952,2.216816,1.2440681
2023-01-15 08:00:00,0.44059753,2.1243095,2.503872,0.37956238
2023-01-15 09:00:00,0.415802,1.1386871,1.6684532,0.25844574
2023-01-15 10:00:00,0.66280365,0.11920929,0.26607513,0.38003922
2023-01-15 11:00:00,0.4043579,0.68473816,0.39052963,0.1707077
2023-01-15 12:00:00,0.12254715,0.23937225,0.1707077,0.07534027
2023-01-15 13:00:00,0.062942505,0.12111664,0.060081482,0.08201599
2023-01-15 14:00:00,0.14305115,0.09346008,0.17166138,0.14781952
2023-01-15 15:00:00,0.16021729,0.0743866,0.030517578,0.07534027
2023-01-15 16:00:00,0.16117096,0.5207062,0.020980835,0.082969666
2023-01-15 17:00:00,2.3694038,1.2388229,0.2861023,1.3985634
2023-01-15 18:00:00,10.384083,0.18787384,0.14019012,6.395817
2023-01-15 19:00:00,4.419327,0.7286072,0.18072128,2.4523735
2023-01-15 20:00:00,1.4429092,0.95129013,3.2129288,3.3473969
2023-01-15 21:00:00,1.0123253,1.3074875,0.91457367,0.5784035
2023-01-15 22:00:00,1.4309883,1.2550354,0.6546974,0.9384155
2023-01-15 23:00:00,0.8172989,2.6946068,1.6026497,1.2249947
2023-01-16 00:00:00,1.3513565,6.1445236,3.7794113,1.2392998
2023-01-16 01:00:00,1.6512871,8.539677,5.9919357,1.3976097
2023-01-16 02:00:00,1.8825531,9.473801,7.1616173,1.6274452
2023-01-16 03:00:00,1.7437935,7.6007843,5.792618,1.2583733
2023-01-16 04:00:00,1.4820099,5.496502,4.222393,0.8420944
2023-01-16 05:00:00,0.54073334,3.047943,3.083229,0.2975464
2023-01-16 06:00:00,0.12779236,1.5163422,1.680851,0.0834465
2023-01-16 07:00:00,0.059127808,0.41007996,0.68092346,0.17023087
2023-01-16 08:00:00,0.1039505,0.19788742,0.34952164,0.17356873
2023-01-16 09:00:00,0.0042915344,0.15735626,0.20647049,0.03671646
2023-01-16 10:00:00,0.006198883,0.016212463,0.05197525,0.006198883
2023-01-16 11:00:00,0.0023841858,0.0038146973,0.00667572,0.0009536743
2023-01-16 12:00:00,0.0042915344,0.0009536743,0.0009536743,0.00333786
2023-01-16 13:00:00,0.094890594,0.028133392,0.017166138,0.047683716
2023-01-16 14:00:00,0.2784729,0.051498413,0.0834465,0.32424927
2023-01-16 15:00:00,0.09012222,0.15926361,0.14066696,0.14257431
2023-01-16 16:00:00,0.17929077,0.09441376,0.058174133,0.10061264
2023-01-16 17:00:00,2.7041435,1.522541,0.13637543,0.11301041
2023-01-16 18:00:00,3.4313202,0.39863586,0.16117096,1.9593239
