,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
4198,UHE PASSO SÃO JOÃO JUSANTE,75344000,7,75,00079 - CGT ELETROSUL - Companhia de Geração e Transmissão de Energia...,00079 - CGT ELETROSUL - Companhia de Geração e Transmissão de Energia...,ROQUE GONZALES-RS,-28.12390,-55.05330,0.00,75101000,RIO IJUÍ,Setor Elétrico,Ativo
4199,PASSO DO DIAS,75400010,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO MIGUEL DAS MISSÕES-RS,-28.65670,-54.45940,0.00,75201000,RIO PIRATINIM,RHN,Ativo
4200,GARRUCHOS,75550000,7,75,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,GARRUCHOS-RS,-28.18220,-55.64330,54.00,70001000,RIO URUGUAI,RHN,Ativo
4201,PROP. RURAL ITACURUBI (CPRM),75650010,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ITACURUBI-RS,-28.74250,-55.16250,0.00,75301000,RIO ICAMAQUA,RHN,Ativo
4202,PASSO DO NOVO STO. ANT. MISSÕES,75650900,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO BORJA-RS,-28.68250,-55.57940,0.00,75301000,RIO ICAMAQUA,RHN,Ativo
4203,PASSO SÃO BORJA,75780000,7,75,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO BORJA-RS,-28.62440,-56.03690,47.00,70001000,RIO URUGUAI,RHN,Ativo
4204,PASSO SÃO BORJA,75780000,7,75,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SÃO BORJA-RS,-28.62440,-56.03690,47.00,70001000,RIO URUGUAI,CotaOnline,Ativo
4205,PASSO BUTUÍ BR 472 S. BORJA,75831000,7,75,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,SÃO BORJA-RS,-28.85310,-56.08610,0.00,75302000,RIO BUTUI,RHN,Ativo
4206,PCH RINCÃO BARRAMENTO,75881800,7,75,01031 - RINCÃO - Rincão Energia S.A.,01031 - RINCÃO - Rincão Energia S.A.,ENTRE-IJUIS-RS,-28.42080,-54.29780,216.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
4207,PCH RINCÃO JUSANTE,75881900,7,75,01031 - RINCÃO - Rincão Energia S.A.,01031 - RINCÃO - Rincão Energia S.A.,ENTRE-IJUIS-RS,-28.42280,-54.30060,216.00,75103000,RIO IJUIZINHO,Setor Elétrico,Ativo
4208,ALVEAR (DNCPVN-582),75890000,7,75,00902 - ARGENTINA - Argentina,00902 - ARGENTINA - Argentina,ARGENTINA-AR,-29.11360,-56.55440,0.00,70001000,RIO URUGUAI,RHN,Ativo
4209,ITAQUI,75900000,7,75,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAQUI-RS,-29.11750,-56.55440,42.00,70001000,RIO URUGUAI,RHN,Ativo
4210,ITAQUI,75900000,7,75,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAQUI-RS,-29.11750,-56.55440,42.00,70001000,RIO URUGUAI,CotaOnline,Ativo
4211,PCH QUEBRA DENTES MONTANTE 1,76069500,7,76,00506 - QUEVEDOS - Quevedos Energética S/A,00506 - QUEVEDOS - Quevedos Energética S/A,QUEVEDOS-RS,-29.26610,-53.94830,333.00,76112000,RIO TOROPI,Setor Elétrico,Ativo
4212,PCH QUEBRA DENTES BARRAMENTO,76069900,7,76,00506 - QUEVEDOS - Quevedos Energética S/A,00506 - QUEVEDOS - Quevedos Energética S/A,QUEVEDOS-RS,-29.36420,-54.01170,314.00,76112000,RIO TOROPI,Setor Elétrico,Ativo
4213,PCH QUEBRA DENTES JUSANTE,76070500,7,76,00506 - QUEVEDOS - Quevedos Energética S/A,00506 - QUEVEDOS - Quevedos Energética S/A,QUEVEDOS-RS,-29.38970,-54.01890,220.00,76112000,RIO TOROPI,Setor Elétrico,Ativo
4214,PCH CACHOEIRA CINCO VEADOS BARRAMENTO,76084000,7,76,00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A,00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A,QUEVEDOS-RS,-29.41920,-54.05000,195.00,76112000,RIO TOROPI,Setor Elétrico,Ativo
4215,PCH CACHOEIRA CINCO VEADOS JUSANTE,76084040,7,76,00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A,00436 - RINCÃO ALBINOS - Rincão dos Albinos Energética S/A,QUEVEDOS-RS,-29.42080,-54.05280,178.00,76112000,RIO TOROPI,Setor Elétrico,Ativo
4216,PCH RINCÃO SÃO MIGUEL BARRAMENTO,76086000,7,76,00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A,00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A,QUEVEDOS-RS,-29.44920,-54.09220,153.00,76112000,RIO TOROPI,Setor Elétrico,Ativo
4217,PCH RINCÃO SÃO MIGUEL JUSANTE,76086500,7,76,00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A,00501 - RINCÃOSÃOMIGUEL - Rincão São Miguel Energética S/A,QUEVEDOS-RS,-29.45580,-54.09330,149.00,76112000,RIO TOROPI,Setor Elétrico,Ativo
4218,PASSO SANTA VITÓRIA,76111010,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CACEQUI-RS,-29.83720,-54.79810,0.00,76100000,RIO IBICUÍ,RHN,Ativo
4219,PCH SALTO DO GUASSUPI ARROIO SOCAVÃO,76112000,7,76,00507 - GUASSUPI - Salto do Guassupi Energética S/A,00507 - GUASSUPI - Salto do Guassupi Energética S/A,QUEVEDOS-RS,-29.45780,-54.12780,140.00,76112050,ARROIO SOCAVÃO,Setor Elétrico,Ativo
4220,PCH SALTO DO GUASSUPI MONTANTE,76115400,7,76,00507 - GUASSUPI - Salto do Guassupi Energética S/A,00507 - GUASSUPI - Salto do Guassupi Energética S/A,QUEVEDOS-RS,-29.40170,-53.94080,302.00,76115000,ARROIO GUASSUPI,Setor Elétrico,Ativo
4221,PCH SALTO DO GUASSUPI BARRAMENTO,76115600,7,76,00507 - GUASSUPI - Salto do Guassupi Energética S/A,00507 - GUASSUPI - Salto do Guassupi Energética S/A,QUEVEDOS-RS,-29.40920,-53.99750,292.00,76115000,ARROIO GUASSUPI,Setor Elétrico,Ativo
4222,PCH SALTO DO GUASSUPI RIO TOROPI MIRIM,76115800,7,76,00507 - GUASSUPI - Salto do Guassupi Energética S/A,00507 - GUASSUPI - Salto do Guassupi Energética S/A,QUEVEDOS-RS,-29.46110,-54.19420,565.00,76114000,RIO TOROPI-MIRIM,Setor Elétrico,Ativo
4223,PONTE IBIROCAÍ,76150050,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ALEGRETE-RS,-29.46830,-56.47560,0.00,76156000,ARROIO IBIROCAI,RHN,Ativo
4224,PASSO DA FERRARIA,76220900,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,DOM PEDRITO-RS,-31.14170,-54.38060,0.00,76121000,RIO SANTA MARIA,RHN,Ativo
4225,DOM PEDRITO,76251000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,DOM PEDRITO-RS,-30.97030,-54.69330,130.00,76121000,RIO SANTA MARIA,RHN,Ativo
4226,PASSO DOS FARRAPOS,76290000,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ROSÁRIO DO SUL-RS,-30.51830,-55.04310,0.00,76122000,RIO IBICUÍ DA ARMADA,RHN,Ativo
4227,PONTE IBICUI DA ARMADA,76300000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ROSÁRIO DO SUL-RS,-30.28080,-54.90310,80.00,76122000,RIO IBICUÍ DA ARMADA,RHN,Ativo
4228,ROSÁRIO DO SUL,76310000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ROSÁRIO DO SUL-RS,-30.24280,-54.91690,82.00,76121000,RIO SANTA MARIA,RHN,Ativo
4229,ROSÁRIO DO SUL,76310000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ROSÁRIO DO SUL-RS,-30.24280,-54.91690,82.00,76121000,RIO SANTA MARIA,CotaOnline,Ativo
4230,PONTE SÃO SIMÃO CACEQUI,76378900,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CACEQUI-RS,-29.94330,-54.93170,0.00,76121000,RIO SANTA MARIA,RHN,Ativo
4231,PONTE RS-640 / RIO CACEQUI,76380050,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,CACEQUI-RS,-29.89500,-54.85310,0.00,76123000,RIO CACEQUI,RHN,Ativo
4232,PCH FURNAS DO SEGREDO BARRAMENTO,76430900,7,76,00136 - JAGUARI - Jaguari Energética S.A,00136 - JAGUARI - Jaguari Energética S.A,JAGUARI-RS,-29.36560,-54.50440,152.00,76131000,RIO JAGUARÍ,Setor Elétrico,Ativo
4233,PCH FURNAS DO SEGREDO JUSANTE,76431000,7,76,00136 - JAGUARI - Jaguari Energética S.A,00136 - JAGUARI - Jaguari Energética S.A,JAGUARI-RS,-29.38030,-54.51030,141.00,76131000,RIO JAGUARÍ,Setor Elétrico,Ativo
4234,PONTE RIO JAGUARI,76431995,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,JAGUARI-RS,-29.49970,-54.68890,0.00,76131000,RIO JAGUARÍ,RHN,Ativo
4235,JACAQUÁ,76500040,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ALEGRETE-RS,-29.68690,-55.19640,0.00,76100000,RIO IBICUÍ,RHN,Ativo
4236,MANOEL VIANA,76560000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MANOEL VIANA-RS,-29.59580,-55.48140,61.71,76100000,RIO IBICUÍ,RHN,Ativo
4237,MANOEL VIANA,76560000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,MANOEL VIANA-RS,-29.59580,-55.48140,61.71,76100000,RIO IBICUÍ,CotaOnline,Ativo
4238,FUNDAÇÃO MARONNA ALEGRETE,76660900,7,76,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ALEGRETE-RS,-30.06810,-55.65940,0.00,76151000,RIO IBIRAPUITA,RHN,Ativo
4239,PASSO DO OSÓRIO,76742000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALEGRETE-RS,-29.95110,-55.60030,100.00,76151400,ARROIO CAVERA,RHN,Ativo
4240,ALEGRETE,76750000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALEGRETE-RS,-29.76830,-55.78750,66.00,76151000,RIO IBIRAPUITA,RHN,Ativo
4241,ALEGRETE,76750000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ALEGRETE-RS,-29.76830,-55.78750,66.00,76151000,RIO IBIRAPUITA,CotaOnline,Ativo
4242,PASSO MARIANO PINTO,76800000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAQUI-RS,-29.30920,-56.05530,50.82,76100000,RIO IBICUÍ,RHN,Ativo
4243,PASSO MARIANO PINTO,76800000,7,76,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ITAQUI-RS,-29.30920,-56.05530,50.82,76100000,RIO IBICUÍ,CotaOnline,Ativo
4244,URUGUAIANA,77150000,7,77,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,URUGUAIANA-RS,-29.74860,-57.08860,38.00,70001000,RIO URUGUAI,RHN,Ativo
4245,URUGUAIANA,77150000,7,77,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,URUGUAIANA-RS,-29.74860,-57.08860,38.00,70001000,RIO URUGUAI,CotaOnline,Ativo
4246,QUARAÍ,77500000,7,77,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,QUARAÍ-RS,-30.38440,-56.46560,86.00,77101000,RIO QUARAÍ,RHN,Ativo
4247,QUARAÍ,77500000,7,77,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,QUARAÍ-RS,-30.38440,-56.46560,86.00,77101000,RIO QUARAÍ,CotaOnline,Ativo
4248,CONCORDIA (DNCPVN-611),78500000,7,78,00902 - ARGENTINA - Argentina,00902 - ARGENTINA - Argentina,ARGENTINA-AR,-31.40000,-58.01670,0.00,70001000,RIO URUGUAI,RHN,Ativo
4249,FAZENDA SÃO JORGE,79200000,7,79,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,BAGÉ-RS,-31.45330,-54.13000,150.00,79101000,RIO NEGRO,CotaOnline,Ativo
4250,FAZENDA SÃO JORGE / BAGÉ,79200010,7,79,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,BAGÉ-RS,-31.45330,-54.13000,0.00,79101000,RIO NEGRO,RHN,Ativo
4251,ESTÂNCIA DO ESPANTOSO,79400000,7,79,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,BAGÉ-RS,-31.53390,-54.29440,100.00,79101000,RIO NEGRO,RHN,Ativo
4252,ESTÂNCIA DA LAGOA - RIO NEGRO / BAGÉ,79400400,7,79,00266 - SEMA-RS - SEMA-RS,00266 - SEMA-RS - SEMA-RS,ACEGUÁ-RS,-31.61220,-54.39080,0.00,79101000,RIO NEGRO,RHN,Ativo
4253,PCH ITATINGA MONTANTE,80245600,8,80,00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP,00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP,BERTIOGA-SP,-23.74390,-46.12940,705.00,80501300,RIO ITATINGA,Setor Elétrico,Ativo
4254,PCH ITATINGA BARRAMENTO,80245700,8,80,00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP,00219 - CODESP - Companhia Docas do Estado de São Paulo-CODESP,BERTIOGA-SP,-23.74500,-46.12750,700.00,80501300,RIO ITATINGA,Setor Elétrico,Ativo
4255,UHE HENRY BORDEN SUBTERRÂNEA,80360200,8,80,00084 - EMAE - EMAE,00084 - EMAE - EMAE,CUBATÃO-SP,-23.87890,-46.44780,14.00,80400500,RIO CUBATÃO,Setor Elétrico,Ativo
4256,UHE HENRY BORDEN EXTERNA,80360400,8,80,00084 - EMAE - EMAE,00084 - EMAE - EMAE,CUBATÃO-SP,-23.87720,-46.44720,2.00,80400500,RIO CUBATÃO,Setor Elétrico,Ativo
4257,CUBATÃO,80360600,8,80,00113 - CETESB-SP - Companhia de Tecnologia de Saneamento Ambiental,00113 - CETESB-SP - Companhia de Tecnologia de Saneamento Ambiental,CUBATÃO-SP,-23.87750,-46.41970,15.00,80705000,RIO CUBATÃO DE CIMA,RHN,Ativo
4258,CGH PAINA II BARRAMENTO,81018900,8,81,00262 - SENGES - Senges Papel e Celulose Ltda.,00262 - SENGES - Senges Papel e Celulose Ltda.,CASTRO-PR,-24.88860,-49.59190,657.00,81105000,RIO SOCAVÃO,Setor Elétrico,Ativo
4259,CGH PAINA II JUSANTE,81019000,8,81,00262 - SENGES - Senges Papel e Celulose Ltda.,00262 - SENGES - Senges Papel e Celulose Ltda.,CASTRO-PR,-24.89390,-49.58580,630.00,81105000,RIO SOCAVÃO,Setor Elétrico,Ativo
4260,PONTE DO AÇUNGUI,81019350,8,81,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,CAMPO LARGO-PR,-25.23440,-49.59640,580.00,81200000,RIO AÇUNGUI,RHN,Ativo
4261,CGH SANTA CRUZ BARRAMENTO,81028000,8,81,00255 - RIO BRANCO - Cimento Rio Branco S.A.,00255 - RIO BRANCO - Cimento Rio Branco S.A.,RIO BRANCO DO SUL-PR,-25.15190,-49.41280,813.00,81200800,RIO TACANIÇA,Setor Elétrico,Ativo
4262,CGH SANTA CRUZ JUSANTE,81030000,8,81,00255 - RIO BRANCO - Cimento Rio Branco S.A.,00255 - RIO BRANCO - Cimento Rio Branco S.A.,RIO BRANCO DO SUL-PR,-25.15000,-49.42190,530.00,81200800,RIO TACANIÇA,Setor Elétrico,Ativo
4263,FOZ DO SÃO SEBASTIÃO,81107000,8,81,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,CERRO AZUL-PR,-24.90280,-49.44170,345.00,81001000,RIO RIBEIRA DO IGUAPE,RHN,Ativo
4264,BALSA DO CERRO AZUL,81135000,8,81,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,CERRO AZUL-PR,-24.79640,-49.27250,270.00,81001000,RIO RIBEIRA DO IGUAPE,RHN,Ativo
4265,CERRO AZUL MONTANTE,81139500,8,81,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,CERRO AZUL-PR,-24.84330,-49.27330,310.00,81206000,RIO PONTA GROSSA,RHN,Ativo
4266,CGH CATAS ALTAS I MONTANTE 2,81167000,8,81,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,BARRA DO CHAPEU-SP,-24.48220,-49.06640,700.00,81308000,RIO CATAS ALTAS,Setor Elétrico,Ativo
4267,CGH CATAS ALTAS I MONTANTE 1,81168000,8,81,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,BARRA DO CHAPEU-SP,-24.48420,-49.11360,586.00,81308000,RIO CATAS ALTAS,Setor Elétrico,Ativo
4268,CGH CATAS ALTAS I BARRAMENTO,81169000,8,81,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,RIBEIRA-SP,-24.59560,-49.13470,330.00,81308000,RIO CATAS ALTAS,Setor Elétrico,Ativo
4269,CGH CATAS ALTAS I JUSANTE,81169550,8,81,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,00576 - KLINGELE - Klingele Paper Nova Campina Ltda,RIBEIRA-SP,-24.61140,-49.12670,230.00,81308000,RIO CATAS ALTAS,Setor Elétrico,Ativo
4270,CAPELA DA RIBEIRA,81200000,8,81,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,RIBEIRA-SP,-24.65560,-48.99970,180.00,81001000,RIO RIBEIRA DO IGUAPE,RHN,Ativo
4271,UHE GOV. PARIGOT DE SOUZA MONTANTE,81299001,8,81,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,CAMPINA GRANDE DO SUL-PR,-25.21690,-48.94640,780.00,81400100,RIO CAPIVARI,Setor Elétrico,Ativo
4272,UHE GOV. PARIGOT DE SOUZA BARRAMENTO,81301001,8,81,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,CAMPINA GRANDE DO SUL-PR,-25.13830,-48.87440,845.00,81400100,RIO CAPIVARI,Setor Elétrico,Ativo
4273,UHE GOV. PARIGOT DE SOUZA JUSANTE,81303001,8,81,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,BOCAIÚVA DO SUL-PR,-25.08810,-48.82720,670.00,81400100,RIO CAPIVARI,Setor Elétrico,Ativo
4274,PCH NOVO HORIZONTE MONTANTE,81312000,8,81,00488 - CENH - Companhia Energética Novo Horizonte-CENH,00488 - CENH - Companhia Energética Novo Horizonte-CENH,CAMPINA GRANDE DO SUL-PR,-25.00440,-48.63810,499.00,81400100,RIO CAPIVARI,Setor Elétrico,Ativo
4275,PCH NOVO HORIZONTE BARRAMENTO,81315000,8,81,00488 - CENH - Companhia Energética Novo Horizonte-CENH,00488 - CENH - Companhia Energética Novo Horizonte-CENH,CAMPINA GRANDE DO SUL-PR,-25.00000,-48.62170,321.00,81400100,RIO CAPIVARI,Setor Elétrico,Ativo
4276,CÓRREGO COMPRIDO,81335000,8,81,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas ,BARRA DO TURVO-SP,-24.75860,-48.50860,160.00,81400000,RIO PARDO,RHN,Ativo
4277,BARRA DO TURVO-RT,81337000,8,81,00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...,00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...,BARRA DO TURVO-SP,-24.87390,-48.48470,0.00,81613000,RIO TURVO,RHN,Ativo
4278,IPORANGA,81350000,8,81,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,IPORANGA-SP,-24.58640,-48.59220,73.00,81001000,RIO RIBEIRA DO IGUAPE,RHN,Ativo
4279,BARRA DO BATATAL,81360000,8,81,00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...,00010 - DAEE-SP - Departamento de Águas e Energia Elétrica do E...,ELDORADO-SP,-24.58640,-48.26970,0.00,81001000,RIO RIBEIRA DO IGUAPE,RHN,Ativo
4280,ELDORADO,81380000,8,81,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,ELDORADO-SP,-24.51970,-48.10560,70.00,81001000,RIO RIBEIRA DO IGUAPE,RHN,Ativo
4281,SETE BARRAS,81420000,8,81,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,SETE BARRAS-SP,-24.39250,-47.92500,35.00,81001000,RIO RIBEIRA DO IGUAPE,RHN,Ativo
4282,UHE FRANÇA JUQUIÁ BR-116,81429000,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUITIBA-SP,-23.93640,-47.10360,673.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4283,UHE FRANÇA LARANJEIRAS,81429500,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUITIBA-SP,-23.88640,-47.13690,660.00,81501500,RIO LARANJEIRAS,Setor Elétrico,Ativo
4284,UHE FRANÇA RESERVATÓRIO 2,81491030,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUITIBA-SP,-23.92940,-47.19690,642.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4285,UHE FRANÇA RESERVATÓRIO 3,81491050,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUITIBA-SP,-23.93030,-47.19190,642.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4286,UHE FRANÇA BARRAMENTO,81491080,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUITIBA-SP,-23.94060,-47.19440,642.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4287,UHE FRANÇA JUSANTE,81491100,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUITIBA-SP,-23.94860,-47.19750,620.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4288,UHE FUMAÇA RESERVATÓRIO,81495030,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,IBIUNA-SP,-24.01250,-47.25500,539.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4289,UHE FUMAÇA BARRAMENTO,81495080,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,IBIUNA-SP,-24.00750,-47.26390,533.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4290,UHE FUMAÇA JUSANTE,81495200,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,IBIUNA-SP,-24.01030,-47.29360,423.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4291,UHE BARRA BARRAMENTO,81496080,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,TAPIRAÍ-SP,-24.02500,-47.35670,404.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4292,UHE BARRA JUSANTE,81496200,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,TAPIRAÍ-SP,-24.02830,-47.35670,334.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4293,PCH PORTO RASO BARRAMENTO,81497080,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,TAPIRAÍ-SP,-24.06250,-47.41580,306.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4294,UHE ALECRIM BARRAMENTO,81498080,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,TAPIRAÍ-SP,-24.08140,-47.47670,239.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4295,PCH SERRARIA BARRAMENTO,81499080,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUIÁ-SP,-24.15190,-47.54810,85.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4296,PCH SERRARIA JUSANTE,81499085,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,JUQUIÁ-SP,-24.15110,-47.55470,45.00,81501000,RIO JUQUIÁ,Setor Elétrico,Ativo
4297,CGH JURUPARÁ RESERVATÓRIO,81499098,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,PIEDADE-SP,-23.95940,-47.39830,622.00,81521000,RIO DO PEIXE,Setor Elétrico,Ativo
4298,CGH JURUPARÁ BARRAMENTO,81499100,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,PIEDADE-SP,-23.96220,-47.38970,622.00,81521000,RIO DO PEIXE,Setor Elétrico,Ativo
4299,CGH JURUPARÁ JUSANTE,81499200,8,81,00137 - CBA - Companhia Brasileira de Alumínio-CBA,00137 - CBA - Companhia Brasileira de Alumínio-CBA,PIEDADE-SP,-23.97220,-47.38720,514.00,81521000,RIO DO PEIXE,Setor Elétrico,Ativo
