,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
2928,PONTE SÃO DOMINGOS,60927010,6,60,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,LIMEIRA DO OESTE-MG,-19.22060,-50.67670,321.00,60000100,RIO PARANAÍBA,RHN,Ativo
2929,UHE ESPORA PONTE JACUBA,60931000,6,60,00450 - ESPORA - Espora Energética S.A,00450 - ESPORA - Espora Energética S.A,SERRANÓPOLIS-GO,-18.36580,-52.47580,0.00,60911000,RIO JACUBA,Setor Elétrico,Ativo
2930,UHE ESPORA FAZENDA PERDIZES,60935000,6,60,00450 - ESPORA - Espora Energética S.A,00450 - ESPORA - Espora Energética S.A,CHAPADÃO DO CÉU-GO,-18.46530,-52.37640,0.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2931,UHE ESPORA RIBEIRÃO CACHOEIRA DO CORRENTE,60941000,6,60,00450 - ESPORA - Espora Energética S.A,00450 - ESPORA - Espora Energética S.A,APORÉ-GO,-18.58000,-52.09860,0.00,60413000,RIBEIRÃO CACHOEIRA,Setor Elétrico,Ativo
2932,UHE ESPORA BARRAMENTO,60943000,6,60,00450 - ESPORA - Espora Energética S.A,00450 - ESPORA - Espora Energética S.A,APORÉ-GO,-18.67920,-51.86720,0.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2933,PCH QUEIXADA RESERVATÓRIO 1,60943200,6,60,00613 - QUEIXADA - Queixada Energética S.A,00613 - QUEIXADA - Queixada Energética S.A,APORÉ-GO,-18.67970,-51.85830,544.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2934,PCH QUEIXADA RESERVATÓRIO 2,60943700,6,60,00613 - QUEIXADA - Queixada Energética S.A,00613 - QUEIXADA - Queixada Energética S.A,APORÉ-GO,-18.70080,-51.83640,532.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2935,PCH QUEIXADA RESERVATÓRIO 3,60943900,6,60,00613 - QUEIXADA - Queixada Energética S.A,00613 - QUEIXADA - Queixada Energética S.A,APORÉ-GO,-18.72860,-51.80190,522.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2936,PCH QUEIXADA BARRAMENTO,60944000,6,60,00613 - QUEIXADA - Queixada Energética S.A,00613 - QUEIXADA - Queixada Energética S.A,APORÉ-GO,-18.73170,-51.79890,525.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2937,PCH QUEIXADA RESERVATÓRIO 4,60944100,6,60,00613 - QUEIXADA - Queixada Energética S.A,00613 - QUEIXADA - Queixada Energética S.A,APORÉ-GO,-18.73530,-51.79670,506.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2938,PCH QUEIXADA JUSANTE,60944500,6,60,00613 - QUEIXADA - Queixada Energética S.A,00613 - QUEIXADA - Queixada Energética S.A,APORÉ-GO,-18.73810,-51.79530,503.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2939,UHE ILHA SOLTEIRA FAZENDA MUMBELA,60955000,6,60,01062 - RIO PARANÁ - Rio Paraná Energia S.A.,01062 - RIO PARANÁ - Rio Paraná Energia S.A.,ITAJÁ-GO,-19.19780,-50.95560,327.00,60910000,RIO CORRENTE,Setor Elétrico,Ativo
2940,PCH PLANALTO MONTANTE 2,60959500,6,60,00609 - PLANALTO - Planalto Energética S.A.,00609 - PLANALTO - Planalto Energética S.A.,CASSILÂNDIA-MS,-18.76670,-52.44310,650.53,60950000,RIO APORÉ OU DO PEIXE,Setor Elétrico,Ativo
2941,PCH PLANALTO MONTANTE 1,60959600,6,60,00609 - PLANALTO - Planalto Energética S.A.,00609 - PLANALTO - Planalto Energética S.A.,APORÉ-GO,-18.74440,-52.41170,634.22,60950000,RIO APORÉ OU DO PEIXE,Setor Elétrico,Ativo
2942,PCH PLANALTO BARRAMENTO,60959700,6,60,00609 - PLANALTO - Planalto Energética S.A.,00609 - PLANALTO - Planalto Energética S.A.,APORÉ-GO,-18.78690,-52.37500,636.05,60950000,RIO APORÉ OU DO PEIXE,Setor Elétrico,Ativo
2943,PCH PLANALTO JUSANTE,60959800,6,60,00609 - PLANALTO - Planalto Energética S.A.,00609 - PLANALTO - Planalto Energética S.A.,APORÉ-GO,-18.80000,-52.36060,538.47,60950000,RIO APORÉ OU DO PEIXE,Setor Elétrico,Ativo
2944,PCH PONTAL DO PRATA BARRAMENTO,60960650,6,60,00777 - RIALMA V - Rialma Companhia Energética  V S.A,00777 - RIALMA V - Rialma Companhia Energética  V S.A,APORÉ-GO,-18.73720,-52.29310,632.00,60951000,RIO DA PRATA,Setor Elétrico,Ativo
2945,PCH PONTAL DO PRATA JUSANTE,60960700,6,60,00777 - RIALMA V - Rialma Companhia Energética  V S.A,00777 - RIALMA V - Rialma Companhia Energética  V S.A,APORÉ-GO,-18.74000,-52.28360,592.00,60951000,RIO DA PRATA,Setor Elétrico,Ativo
2946,PCH RETIRO VELHO MONTANTE,60960800,6,60,00407 - RETIRO VELHO - Retiro Velho Energética S.A,00407 - RETIRO VELHO - Retiro Velho Energética S.A,APORÉ-GO,-18.75060,-52.23940,586.00,60951000,RIO DA PRATA,Setor Elétrico,Ativo
2947,PCH RETIRO VELHO BARRAMENTO,60961030,6,60,00407 - RETIRO VELHO - Retiro Velho Energética S.A,00407 - RETIRO VELHO - Retiro Velho Energética S.A,APORÉ-GO,-18.81970,-52.17500,584.00,60951000,RIO DA PRATA,Setor Elétrico,Ativo
2948,PCH RETIRO VELHO JUSANTE,60961050,6,60,00407 - RETIRO VELHO - Retiro Velho Energética S.A,00407 - RETIRO VELHO - Retiro Velho Energética S.A,APORÉ-GO,-18.82970,-52.17170,560.00,60951000,RIO DA PRATA,Setor Elétrico,Ativo
2949,CASSILÂNDIA,60968000,6,60,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,CASSILÂNDIA-MS,-19.10750,-51.72080,443.00,60950000,RIO APORÉ OU DO PEIXE,RHN,Ativo
2950,UHE ILHA SOLTEIRA FAZENDA BÁLSAMO,60975000,6,60,01062 - RIO PARANÁ - Rio Paraná Energia S.A.,01062 - RIO PARANÁ - Rio Paraná Energia S.A.,LAGOA SANTA-GO,-19.29640,-51.13190,328.00,60950000,RIO APORÉ OU DO PEIXE,Setor Elétrico,Ativo
2951,UHE CAMARGOS BOM JARDIM DE MINAS,61009001,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,BOM JARDIM DE MINAS-MG,-21.94780,-44.19530,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2952,UHE CAMARGOS MADRE DE DEUS DE MINAS,61012001,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,MADRE DE DEUS DE MINAS-MG,-21.49250,-44.32670,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2953,CGH ALAGOA III MONTANTE,61014920,6,61,01178 - POLIFERTIL - Polifertil Energia Eireli,01178 - POLIFERTIL - Polifertil Energia Eireli,ALAGOA-MG,-22.23170,-44.66750,1223.00,61151000,RIO AIURUOCA,Setor Elétrico,Ativo
2954,CGH ALAGOA III BARRAMENTO,61014950,6,61,01178 - POLIFERTIL - Polifertil Energia Eireli,01178 - POLIFERTIL - Polifertil Energia Eireli,ALAGOA-MG,-22.23000,-44.66610,1225.00,61151000,RIO AIURUOCA,Setor Elétrico,Ativo
2955,UHE CAMARGOS AIURUOCA,61024001,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,AIURUOCA-MG,-21.97940,-44.60220,0.00,61151000,RIO AIURUOCA,Setor Elétrico,Ativo
2956,CGH BARULHO BARRAMENTO,61031900,6,61,00758 - NICKEL - Companhia de Nickel do Brasil-CNB,00758 - NICKEL - Companhia de Nickel do Brasil-CNB,LIBERDADE-MG,-22.00560,-44.40640,1102.00,61155500,RIBEIRÃO DO BARULHO,Setor Elétrico,Ativo
2957,CGH BARULHO JUSANTE,61040000,6,61,00758 - NICKEL - Companhia de Nickel do Brasil-CNB,00758 - NICKEL - Companhia de Nickel do Brasil-CNB,LIBERDADE-MG,-21.99860,-44.40440,1055.00,61155500,RIBEIRÃO DO BARULHO,Setor Elétrico,Ativo
2958,FAZENDA LARANJEIRAS,61060000,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,ANDRELÂNDIA-MG,-21.68890,-44.35080,905.00,61151000,RIO AIURUOCA,RHN,Ativo
2959,UHE CAMARGOS FAZENDA LARANJEIRAS,61060001,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,ANDRELÂNDIA-MG,-21.67080,-44.35390,0.00,61151000,RIO AIURUOCA,Setor Elétrico,Ativo
2960,UHE CAMARGOS RIBEIRÃO JAGUARA,61061020,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,ITUTINGA-MG,-21.29890,-44.55420,927.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2961,UHE CAMARGOS RIBEIRÃO SÃO JOÃO,61061050,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,ITUTINGA-MG,-21.37310,-44.61250,914.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2962,UHE CAMARGOS BARRAMENTO,61061080,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,ITUTINGA-MG,-21.32500,-44.61610,917.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2963,UHE CAMARGOS JUSANTE,61061100,6,61,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,01070 - CEMIG CAMARGOS - CEMIG Geração Camargos S.A.,ITUTINGA-MG,-21.32390,-44.61530,896.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2964,UHE ITUTINGA JUSANTE,61065090,6,61,01069 - CEMIG ITUTINGA - CEMIG Geração Itutinga S.A.,01069 - CEMIG ITUTINGA - CEMIG Geração Itutinga S.A.,NAZARENO-MG,-21.28420,-44.63360,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2965,UHE FUNIL ITUMIRIM JUSANTE,61078500,6,61,01048 - ALIANÇA - Aliança Geração de Energia S.A.,01048 - ALIANÇA - Aliança Geração de Energia S.A.,ITUMIRIM-MG,-21.32030,-44.87000,0.00,61222000,RIO CAPIVARI,Setor Elétrico,Ativo
2966,UHE PORTO COLÔMBIA RIO CAPIVARI,61078600,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,ITUMIRIM-MG,-21.33750,-44.87250,859.00,61222000,RIO CAPIVARI,Setor Elétrico,Ativo
2967,CGH ILHEUS MONTANTE 2,61088800,6,61,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,BARBACENA-MG,-21.27940,-43.81920,1027.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2968,CGH ILHÉUS MONTANTE 1,61089000,6,61,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,BARBACENA-MG,-21.27080,-43.88110,1006.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2969,CGH ILHEUS BARRAMENTO,61089100,6,61,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,BARBACENA-MG,-21.27250,-43.88250,1012.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2970,CGH ILHEUS JUSANTE,61089200,6,61,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,BARBACENA-MG,-21.27310,-43.89000,965.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2971,CGH LAVRAS BARRAMENTO,61089400,6,61,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,BARBACENA-MG,-21.24280,-43.89750,954.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2972,CGH LAVRAS JUSANTE,61089500,6,61,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,00336 - AREAL ENERGIAS - Areal Energias Renováveis Ltda.,BARBACENA-MG,-21.23780,-43.89690,947.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2973,UHE FUNIL PORTO TIRADENTES,61106800,6,61,01048 - ALIANÇA - Aliança Geração de Energia S.A.,01048 - ALIANÇA - Aliança Geração de Energia S.A.,SÃO JOÃO DEL REI-MG,-21.12140,-44.23440,660.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2974,UHE PORTO COLÔMBIA RIO DAS MORTES,61106900,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,CONCEIÇÃO DA BARRA DE MINAS-MG,-21.09390,-44.58390,865.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2975,PCH CARANDAÍ MONTANTE,61112000,6,61,00505 - CIF - Companhia Industrial Fluminense - CIF,00505 - CIF - Companhia Industrial Fluminense - CIF,CORONEL XAVIER CHAVES-MG,-21.02080,-44.14830,972.00,61232000,RIO CARANDAÍ,Setor Elétrico,Ativo
2976,PCH CARANDAÍ BARRAMENTO,61114000,6,61,00505 - CIF - Companhia Industrial Fluminense - CIF,00505 - CIF - Companhia Industrial Fluminense - CIF,CORONEL XAVIER CHAVES-MG,-21.05440,-44.20360,944.00,61232000,RIO CARANDAÍ,Setor Elétrico,Ativo
2977,PCH CARANDAÍ JUSANTE 1,61114500,6,61,00505 - CIF - Companhia Industrial Fluminense - CIF,00505 - CIF - Companhia Industrial Fluminense - CIF,CORONEL XAVIER CHAVES-MG,-21.05500,-44.21000,912.00,61232000,RIO CARANDAÍ,Setor Elétrico,Ativo
2978,PCH CARANDAÍ JUSANTE 2,61116000,6,61,00505 - CIF - Companhia Industrial Fluminense - CIF,00505 - CIF - Companhia Industrial Fluminense - CIF,CORONEL XAVIER CHAVES-MG,-21.08000,-44.23390,890.00,61232000,RIO CARANDAÍ,Setor Elétrico,Ativo
2979,IBITURUNA,61135000,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,IBITURUNA-MG,-21.14250,-44.73970,799.00,61230000,RIO DAS MORTES,RHN,Ativo
2980,UHE FUNIL IBITURUNA JUSANTE,61135002,6,61,01048 - ALIANÇA - Aliança Geração de Energia S.A.,01048 - ALIANÇA - Aliança Geração de Energia S.A.,IBITURUNA-MG,-21.13830,-44.74390,799.00,61230000,RIO DAS MORTES,Setor Elétrico,Ativo
2981,UHE FUNIL RESERVATÓRIO,61146050,6,61,01048 - ALIANÇA - Aliança Geração de Energia S.A.,01048 - ALIANÇA - Aliança Geração de Energia S.A.,LAVRAS-MG,-21.13360,-45.01970,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2982,UHE FUNIL BARRAMENTO,61146080,6,61,01048 - ALIANÇA - Aliança Geração de Energia S.A.,01048 - ALIANÇA - Aliança Geração de Energia S.A.,LAVRAS-MG,-21.14170,-45.03530,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2983,UHE FUNIL RIBEIRÃO VERMELHO,61150001,6,61,01048 - ALIANÇA - Aliança Geração de Energia S.A.,01048 - ALIANÇA - Aliança Geração de Energia S.A.,RIBEIRÃO VERMELHO-MG,-21.19030,-45.05690,0.00,61001000,RIO GRANDE,Setor Elétrico,Ativo
2984,USINA COURO DO CERVO,61173000,6,61,00082 - CPRM - Cia de Pesquisa de Recursos Minerais,00001 - ANA - Agência Nacional de Águas ,LAVRAS-MG,-21.34220,-45.17140,813.00,61253000,RIBEIRÃO COURO DO CERVO,CotaOnline,Ativo
2985,UHE MARECHAL MASCARENHAS DE MORAES RIO DO CERVO,61176000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,LAVRAS-MG,-21.23310,-45.17360,798.00,61252000,RIO DO CERVO,Setor Elétrico,Ativo
2986,BARRA RIO DO CERVO,61176200,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,LAVRAS-MG,-21.17190,-45.17170,784.00,61330000,RIO DO CERVO,RHN,Ativo
2987,PCH OLIVEIRA BARRAMENTO,61195700,6,61,00348 - LUZBOA - Luzboa S.A,00348 - LUZBOA - Luzboa S.A,OLIVEIRA-MG,-20.77470,-44.69560,971.00,61269000,RIO JACARÉ,Setor Elétrico,Ativo
2988,PCH OLIVEIRA JUSANTE,61196000,6,61,00348 - LUZBOA - Luzboa S.A,00348 - LUZBOA - Luzboa S.A,OLIVEIRA-MG,-20.77110,-44.69780,941.00,61269000,RIO JACARÉ,Setor Elétrico,Ativo
2989,CGH ANIL MONTANTE,61197900,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,SÃO FRANCISCO DE PAULA-MG,-20.74940,-44.98190,0.00,61269000,RIO JACARÉ,Setor Elétrico,Ativo
2990,CGH ANIL BARRAMENTO,61198080,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,SANTANA DO JACARÉ-MG,-20.81780,-45.06030,0.00,61269000,RIO JACARÉ,Setor Elétrico,Ativo
2991,CGH ANIL JUSANTE,61198100,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,SANTANA DO JACARÉ-MG,-20.82420,-45.06390,0.00,61269000,RIO JACARÉ,Setor Elétrico,Ativo
2992,UHE FURNAS RIO JACARÉ,61203000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,CANA VERDE-MG,-20.45170,-45.15310,780.00,61269000,RIO JACARÉ,Setor Elétrico,Ativo
2993,PCH SÃO BERNARDO MONTANTE,61255100,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,PIRANGUÇU-MG,-22.61220,-45.56610,0.00,61300200,RIBEIRÃO SÃO BERNARDO,Setor Elétrico,Ativo
2994,PCH SÃO BERNARDO BARRAMENTO,61255300,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,PIRANGUÇU-MG,-22.60110,-45.54830,0.00,61300200,RIBEIRÃO SÃO BERNARDO,Setor Elétrico,Ativo
2995,BICAS,61260000,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,ITAJUBÁ-MG,-22.51190,-45.39140,865.00,61300000,RIO SAPUCAÍ,RHN,Ativo
2996,PCH REPI BARRAMENTO 1,61262050,6,61,00253 - IMBEL - Indústria de Material Bélico do Brasil-IMBEL,00253 - IMBEL - Indústria de Material Bélico do Brasil-IMBEL,WENCESLAU BRAZ-MG,-22.55280,-45.36500,1098.00,61300600,RIO DE BICAS,Setor Elétrico,Ativo
2997,PCH REPI BARRAMENTO 2,61262080,6,61,00253 - IMBEL - Indústria de Material Bélico do Brasil-IMBEL,00253 - IMBEL - Indústria de Material Bélico do Brasil-IMBEL,WENCESLAU BRAZ-MG,-22.54750,-45.36190,1068.84,61300600,RIO DE BICAS,Setor Elétrico,Ativo
2998,PCH REPI JUSANTE,61262100,6,61,00253 - IMBEL - Indústria de Material Bélico do Brasil-IMBEL,00253 - IMBEL - Indústria de Material Bélico do Brasil-IMBEL,WENCESLAU BRAZ-MG,-22.53560,-45.36170,966.50,61300600,RIO DE BICAS,Setor Elétrico,Ativo
2999,PCH NINHO DA ÁGUIA MONTANTE,61268700,6,61,00650 - SPE ÁGUIA - SPE Ninho da Águia Energia S.A,00650 - SPE ÁGUIA - SPE Ninho da Águia Energia S.A,DELFIM MOREIRA-MG,-22.49920,-45.31390,1200.00,61232500,RIO SANTO ANTÔNIO,Setor Elétrico,Ativo
3000,PCH NINHO DA ÁGUIA BARRAMENTO,61268750,6,61,00650 - SPE ÁGUIA - SPE Ninho da Águia Energia S.A,00650 - SPE ÁGUIA - SPE Ninho da Águia Energia S.A,DELFIM MOREIRA-MG,-22.49360,-45.33000,1127.00,61232500,RIO SANTO ANTÔNIO,Setor Elétrico,Ativo
3001,PCH NINHO DA ÁGUIA JUSANTE,61268800,6,61,00650 - SPE ÁGUIA - SPE Ninho da Águia Energia S.A,00650 - SPE ÁGUIA - SPE Ninho da Águia Energia S.A,DELFIM MOREIRA-MG,-22.48530,-45.34830,954.00,61232500,RIO SANTO ANTÔNIO,Setor Elétrico,Ativo
3002,ITAJUBÁ,61271000,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,ITAJUBÁ-MG,-22.44580,-45.42420,849.00,61300000,RIO SAPUCAÍ,RHN,Ativo
3003,CGH LUIZ DIAS MONTANTE,61284000,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,ITAJUBÁ-MG,-22.36920,-45.33440,916.00,61310000,RIO LOURENÇO VELHO,Setor Elétrico,Ativo
3004,CGH LUIZ DIAS BARRAMENTO,61284500,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,ITAJUBÁ-MG,-22.37170,-45.34720,894.00,61310000,RIO LOURENÇO VELHO,Setor Elétrico,Ativo
3005,SANTA RITA DO SAPUCAÍ,61305000,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,SANTA RITA DO SAPUCAÍ-MG,-22.25080,-45.70890,827.00,61300000,RIO SAPUCAÍ,RHN,Ativo
3006,CGH XICÃO MONTANTE,61342000,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,CAMPANHA-MG,-21.92140,-45.42360,0.00,61353800,RIBEIRÃO SANTA CRUZ,Setor Elétrico,Ativo
3007,PONTE DO RODRIGUES,61370000,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00001 - ANA - Agência Nacional de Águas ,POUSO ALEGRE-MG,-22.35420,-45.85390,820.00,61321600,RIO ITAIM,RHN,Ativo
3008,PCH ANHANGUERA BARRAMENTO,61395000,6,61,00493 - ANHANGUERA - Central Elétrica Anhanguera S.A,00493 - ANHANGUERA - Central Elétrica Anhanguera S.A,GUARÁ-SP,-20.49440,-47.85890,542.22,61320000,RIO SAPUCAÍ-MIRIM,Setor Elétrico,Ativo
3009,PCH ANHANGUERA JUSANTE,61395100,6,61,00493 - ANHANGUERA - Central Elétrica Anhanguera S.A,00493 - ANHANGUERA - Central Elétrica Anhanguera S.A,GUARÁ-SP,-20.48970,-47.85640,532.08,61320000,RIO SAPUCAÍ-MIRIM,Setor Elétrico,Ativo
3010,UHE MARECHAL MASCARENHAS DE MORAES RIO SAPUCAÍ,61410000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,CAREAÇU-MG,-22.05360,-45.69920,770.00,61300000,RIO SAPUCAÍ,Setor Elétrico,Ativo
3011,UHE FURNAS RIO SAPUCAÍ,61424900,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,PARAGUAÇU-MG,-21.58610,-45.66310,0.00,61300000,RIO SAPUCAÍ,Setor Elétrico,Ativo
3012,CGH JOÃO FRANCO BARRAMENTO,61448100,6,61,01148 - PORTO - Porto Energética Ltda.,01148 - PORTO - Porto Energética Ltda.,CAMPESTRE-MG,-21.83440,-46.09220,1179.00,61365000,RIO DO MACHADO,Setor Elétrico,Ativo
3013,PCH POÇO FUNDO BARRAMENTO,61448880,6,61,01197 - GERAÇÃO POÇO - Cemig Geração Poço Fundo S.A.,01197 - GERAÇÃO POÇO - Cemig Geração Poço Fundo S.A.,POÇO FUNDO-MG,-21.80640,-46.13530,1153.00,61365000,RIO DO MACHADO,Setor Elétrico,Ativo
3014,PCH CONGONHAL I MONTANTE,61465500,6,61,01029 - GESM - Geração de Energia Sul de Minas S.A.,01029 - GESM - Geração de Energia Sul de Minas S.A.,BAEPENDI-MG,-22.11580,-44.83940,1155.00,61351700,RIBEIRÃO DO JACU,Setor Elétrico,Ativo
3015,PCH CONGONHAL I BARRAMENTO,61465600,6,61,01029 - GESM - Geração de Energia Sul de Minas S.A.,01029 - GESM - Geração de Energia Sul de Minas S.A.,BAEPENDI-MG,-22.11560,-44.83970,1150.00,61351700,RIBEIRÃO DO JACU,Setor Elétrico,Ativo
3016,PCH CRISTINA BARRAMENTO,61487000,6,61,00395 - SPE CRISTINA - SPE Cristina Energia S.A.,00395 - SPE CRISTINA - SPE Cristina Energia S.A.,CRISTINA-MG,-22.16190,-45.27720,986.00,61353200,RIO LAMBARI,Setor Elétrico,Ativo
3017,PCH CRISTINA JUSANTE,61487080,6,61,00395 - SPE CRISTINA - SPE Cristina Energia S.A.,00395 - SPE CRISTINA - SPE Cristina Energia S.A.,CRISTINA-MG,-22.15970,-45.28280,914.00,61353200,RIO LAMBARI,Setor Elétrico,Ativo
3018,TRÊS CORAÇÕES,61510020,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,TRÊS CORAÇÕES-MG,-21.70360,-45.24780,859.00,61350000,RIO VERDE,RHN,Ativo
3019,UHE LUIZ CARLOS BARRETO DE CARVALHO RIO VERDE,61511000,6,61,00069 - FURNAS - Furnas Centrais Elétricas S.A.,00069 - FURNAS - Furnas Centrais Elétricas S.A.,TRÊS CORAÇÕES-MG,-21.70310,-45.24810,847.00,61350000,RIO VERDE,Setor Elétrico,Ativo
3020,CHACARA SANTANA,61511900,6,61,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,00101 - IGAM-MG - Instituto Mineiro de Gestão das Águas,TRÊS CORAÇÕES-MG,-21.67810,-45.25920,825.00,61353600,RIO DO PEIXE,RHN,Ativo
3021,CGH XICÃO BARRAMENTO,61526080,6,61,00023 - CEMIG - CEMIG Geração e Transmissão S.A,00023 - CEMIG - CEMIG Geração e Transmissão S.A,CAMPANHA-MG,-21.92420,-45.47080,0.00,61353800,RIBEIRÃO SANTA CRUZ,Setor Elétrico,Ativo
3022,PCH BOA VISTA II MONTANTE 2,61528000,6,61,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,01052 - BOA VISTA 2 - SPE Boa Vista 2 Energia S.A.,TRÊS CORAÇÕES-MG,-21.66670,-45.30890,834.00,61353600,RIO DO PEIXE,Setor Elétrico,Ativo
